date_of_incident,time_of_incident,published-time,incident_type,location,death_count,injury_count,type_of_vehicle1,type_of_vehicle2,description_text,full_text,published-time,link
2020-07-09,,"06 Sep 2020, 20:55",Ran Over ,Habiganj,1.0,,Bus,Bicycle,One killed in Habiganj road accident,"A person was killed when a passenger bus from the opposite direction hit and ran over his bicycle near Dhuliakhal area on Sunday afternoon, BSS reports. The victim was identified as- Saiful Islam, 25, resident of Sayedpur village of sadar upazila. He worked as a night-guard of the Chief Judicial Magistrate Court here. Habiganj Sadar Model Thana Inspector (investigation) Dous Mohammad told BSS that, the accident occurred on Habiganj-Shayestaganj bypass road when a passenger bus coming from the opposite side of the road ran over the victim’s bicycle, leaving him in a critical condition. Locals rushed the spot, rescued him and took him to Habiganj 250 bed Modern Zilla Sadar Hospital where the physician declared him dead. The body of the deceased has been to the Habiganj 250 bed Modern Zilla Sadar Hospital morgue for autopsy, said the official. Police seized the bus. Even though the driver managed to flee the spot, police is looking for him, added he.","06 Sep 2020, 20:55",https://en.prothomalo.com/bangladesh/accident/one-killed-in-habiganj-road-accident
2020-07-09,16:30,"07 Sep 2020, 20:45",Head-on,Jashore ,4.0,1.0,Truck,,Four killed in Jashore road accident,"Four people, including Nazmul Islam Kajal, chairman of Jashore Bagharpara Upazila Parishad, were killed in a head-on collision between a SUV and speeding truck in Madhabpur upazila of Jashore around 4:30pm on Monday, BSS reports. Two of the deceased were identified as Ariful Islam, 35, son of Yusuf Ali Biswas of Bagharpara in Jashore and Akhi Akter, 20, daughter of Sumon Miah of Taltola area in Dhaka. The identity of the other person could not be known. A woman named Mim, 25, a resident of Dhaka, was severely injured and was taken to Madhabpur Upazila Health Complex for treatment. Madhabpur Police Station OC M Iqbal Hossain told BSS that the accident occurred when a SUV from Dhaka collided head-on with a truck coming from the opposite direction in Noapara area around 4:30pm, leaving two passengers dead on the spot. Two other victims died on way to the hospital. The bodies of the deceased were kept in Madhabpur police station for being handed over to the families. Police seized the truck, but the driver managed to flee away from the spot.","07 Sep 2020, 20:45",https://en.prothomalo.com/bangladesh/accident/four-killed-in-jashore-road-accident
2020-07-08,08:50,"07 Aug 2020, 03:54",,Dhaka,1.0,,Microbus,Bicycle,Mountaineer Reshma killed in road accident,"Mountaineer Reshma Nahar Ratna had a dream to climb Mount Everest, but her life was cut short on Friday morning when a microbus hit the bicycle she was riding on Lake Road near Chandrima Udyan in the city. Reshma, 34, from Narail, was a teacher at Ayub Ali Government Primary School in Dhaka. Officer in charge of Sher-e-Bangla Nagar police station Mohammad Abul Kalam Azad said the accident took place at around 8:50am in front of the Chandrima Udyan bridge. Passers-by took her to Suhrawardy Medical College Hospital where the physicians on duty pronounced her dead, the OC said. Azad said they are collecting video footage and will identify the microbus. Reshma’s brother-in-law Moniruzzaman said they will file a case after the autopsy is done. Reshma’s friend Sakhawat Hossain said she was a regular member of the Bishwa Sahitya Kendra’s study circle. She was preparing to climb Mount Everest, said Sakhawat. Reshma, who trained at India’s Nehru Institute of Mountaineering, scaled the Stok Kangri mountain of Ladakh last year. She also tried to scale Mount Kilimanjaro and Mount Kenya in Africa.","07 Aug 2020, 03:54",https://en.prothomalo.com/bangladesh/accident/mountaineer-reshma-killed-in-road-accident
2020-07-04,,"04 Jul 2020, 05:30",,Lakshmipur ,2.0,3.0,Mini Truck,Mini Truck,2 truck drivers killed in Lakshmipur road crash,"Two truck drivers were killed and three people injured following a head- on collision between two mini trucks in Lakshmipur's Raipur upazila early Saturday, reports UNB.  The deceased could not be identified yet.  Tota Miah, officer-in-charge of Raipur police station, said the accident took place on Raipur-Chandpur regional road in Chowdhury Pul area of the Raipur upazila. The died on the spot following the collision between two vehicles. On information, police recovered the bodies.","04 Jul 2020, 05:30",https://en.prothomalo.com/bangladesh/accident/2-truck-drivers-killed-in-lakshmipur-road-crash
2020-06-25,08:00,"25 Apr 2020, 01:53",,Rangpur,2.0,4.0,truck,auto rickshaw,Road crash amid virus lockdown kills two,"Two persons were killed and four others injured in a road accident at Jaigirhat Bus Stand on Rangpur-Dhaka highway in Mithapukur upazila of Rangpur on Friday night, reports BSS. “The accident took place when a truck hit a rickshaw and a van there around midnight, killing a bicyclist and a van passenger on the spot and injuring four other passengers of the van,” Mithapukur police station officer-in-charge Jafar Ali Biswas said. The deceased were identified as bicyclist Dulal Mian, 28, and Rokan Ali, 23, from nearby village Nischintapur in the upazila. “Being informed, police rushed to the spot, rescued the injured persons and the dead bodies and sent them to Rangpur Medical College Hospital,” the OC said. The driver and helper of the truck managed to flee the scene along with their truck. A case was filed in this connection.","25 Apr 2020, 01:53",https://en.prothomalo.com/bangladesh/accident/road-crash-amid-virus-lockdown-kills-two
2020-06-17,,"17 Jun 2020, 07:26",Head-on,Sirajganj ,3.0,2.0,Truck ,Truck ,Sirajganj road crash kills 3,"At least three people were killed and two others were injured as two trucks collided head-on in Nalka Talukdar area of Kamarkhand upazila in Sirajganj on Wednesday. The deceased were identified as truck driver Jahurul Islam, 28, his assistants Ananta, 18, and Mithun, reports UNB. Bangabandhu Bridge (West) police station officer-in-charge Syed Shahid Alam said a Dhaka-bound brick-laden truck collided head-on with another brick-laden truck around 1:15pm, killing two people and injuring three others on the spot. Another succumbed to his injuries on the way to hospital, he said. The injured were sent to Bangamata Sheikh Fazilatunnesa Mujib Memorial Hospital, the OC said.","17 Jun 2020, 07:26",https://en.prothomalo.com/bangladesh/accident/sirajganj-road-crash-kills-3
2020-06-14,10:30,"14 Jun 2020, 02:28",,Rajbari ,3.0,3.0,Truck,car,Rajbari road crash kills 3 members of a family,"Three members of a family were killed and three others injured when a truck hit a private car on Dhaka-Khulna highway at Khankhanapur in Rajbari sadar upazila on Sunday, reports UNB. The deceased were identified as Shuvro Mandal, 33, Lizan Biswas, 6, Shyamol Mandal, 35, of Ballavpur village in Mujibnagar upazila of Meherpur district. Police said the accident took place around 10:30am when the truck hit the private car carrying six people, leaving three killed on the spot and three others injured. The injured were taken to Goalanda Upazila Health Complex.","14 Jun 2020, 02:28",https://en.prothomalo.com/bangladesh/accident/rajbari-road-crash-kills-3-members-of-a-family
2020-06-13,07:40,"13 Jun 2020, 00:19",Head-on,Rajshahi,2.0,10.0,Truck,Jeep,Two BGB men killed in road accident,"Two members of Border Guard Bangladesh (BGB) were killed and 10 others injured as their vehicle collided head-on with a truck on Rajshahi-Chapainawabganj highway in Sarangpur of Godagari upazila in Rajshahi Saturday morning, reports BSS. The deceased BGB men were identified as corporal Abu Sayeed, 35, and lance corporal Abdul Bari, 40, said Godagari police station officer-in-charge Khairul Islam. The injured persons were admitted to Rajshahi Medical College Hospital (RMCH) for treatment, said Saiful Islam, deputy director of the hospital. OC Khairul Islam said the accident took place when some 21 BGB men from 53 Battalion in Chapainawabganj and 59 Battalion in Rohanpur were being taken to Rajshahi sector headquarters for training about 7.40am. Abdul Bari was killed on the spot while Abu Sayeed succumbed to his injuries at the RMCH, he added. Meanwhile, both the driver and helper of the truck managed to escape soon after the accident.","13 Jun 2020, 00:19",https://en.prothomalo.com/bangladesh/accident/two-bgb-men-killed-in-road-accident
2020-06-11,20:00,"11 Jun 2020, 11:14",rear end,Singair,2.0,,pickup,truck,Two siblings killed by pickup truck,"Two siblings were killed after being run over by a pickup truck at Basta Gazinda village in Manikganj’s Singair upazila on Thursday evening. The deceased were Shubarna, 9 and Esha, 2, daughters of rickshaw-puller Israfil Hossain of the village. Abul Kalam, officer-in-charge of Singair police station, said the incident took place when the duo was standing beside the Hemayetpur-Manikganj Highway. At one stage, a Dhaka-bound pickup truck ran over the minor girls and overturned as the driver lost control over the steering. The accident left Subarna dead on the spot and Esha injured. “Esha succumbed to her injuries at 8:00pm while undergoing treatment at Enam Medical College and Hospital in Savar,” added the OC.","11 Jun 2020, 11:14",https://en.prothomalo.com/bangladesh/accident/two-siblings-killed-by-pickup-truck
2020-06-08,13:30,"06 Aug 2020, 07:12",Rear-end,"Mayor Hanif Flyover ,Jatrabari ",1.0,1.0,Bus ,Motorcycle,Motorcyclist killed on Mayor Hanif flyover,"A motorcycle rider was killed and another was injured when a passenger bus hit it from behind on the Mayor Hanif Flyover in Jatrabari on Thursday afternoon, reports UNB.  The victim was identified as Mohammed Raju miah, 30, and the injured Md Arif, 35.  Quoting witnesses, police said the accident took place around 1:30pm when the motorcycle heading towards Dhaka from Chattragram, was hit by a passenger bus from behind.  Arif, who was driving the motorcycle, and pillion rider Raju fell on the ground.  The bus also ran over them.  Both of them were rushed to Dhaka Medical College Hospital were Raju was pronounced dead.  Arif is undergoing treatment at the hospital.  Arif told reporters at the hospital that he and his friend Raju were going to Agargaon Taltola from Chittagong road when the accident took place.  Assistant sub-inspector Abdul Khan of the DMCH police camp said the body was kept at the morgue for autopsy.","06 Aug 2020, 07:12",https://en.prothomalo.com/bangladesh/accident/motorcyclist-killed-on-mayor-hanif-flyover
2020-06-08,,"06 Aug 2020, 21:29",Speeding,Bhurungamari,2.0,,Truck,Motorcycle,2 killed in road accident in Bhurungamari,"Two people were killed in a road accident at Andharijhar Bazar on the Bhurungamari-Kurigram road in Bhurungamari upazila of Kurigram district on Thursday noon, BSS reports. The victims were Shahjahan Ali, 40, of village Ratanpur in Nageshwari upazila and Nazma Khatun, 22, of Bolditari area in Nageshwari municipality of Kurigram, Officer-in-Charge (OC) of Bhurungamari police station Atiar Rahman said. Shahjahan Ali was going to Bhurungamari upazila town on the motorcycle with his sister-in-law Nazma Khatun from village Ratanpur in Nageshwari upazila when the speedy truck crashed the motorcycle, leaving both of them dead on the spot. Police seized the truck but its driver managed to escape the scene. A case has been lodged with Bhurungamari police station.","06 Aug 2020, 21:29",https://en.prothomalo.com/bangladesh/accident/2-killed-in-road-accident-in-bhurungamari
2020-06-07,14:30,"06 Jul 2020, 11:00",,Dinajpur ,7.0,,Auto Rickshaw,Van,Seven killed in Dinajpur road crash,"Seven passengers of a rickshaw-van were killed in a fatal road accident at 25-mile point on the Dinajpur-Panchagarh highway in Birganj upazila of Dinajpur on Monday. The six of the deceased were identified as Nasrine Begum, 50, and her daughter Rupa Khatun, 8, of village Bhabki, Abul Hossain, 60, his wife Asma Khatun, 45, and their daughter-in-law Namiya Khatun, 8, of village Debipur in Kaharol upazila and Nargis Begum, 35, of village Muriowla in Birganj upazila of Dinajpur district, reports BSS. “However, identity of the deceased male driver, 40, of the rickshaw-van could not be known and his body was at BUHC till 7:00pm,” said Birganj upazila health and family planning officer Mohsin Ullah. Four people were killed on the spot and three others were injured, said Abdul Matin, officer-in-charge of Birganj police station. The injured were taken to local hospitals. Another victim died on the way to hospital. On information, police went to the spot and conducted the rescue operation. “The accident occurred when a Rangpur bound BRTC passenger bus from Panchagarh hit the rickshaw-van there at 2:30pm killing four of its passengers and injuring three others,” officer-in-charge (OC) of Doshmile highway thana police GM Nur told BSS. Being informed, police and Fire Service and Civil Defence personnel from Birganj station rushed to the spot, rescued the injured persons and bodies and salvaged the BRTC bus that fell down into the roadside ditch. The injured persons were sent to Birganj Upazila Health Complex (BUHC) where the driver of the rickshaw-van succumbed to his injuries and two critically injured passengers were shifted to M Abdur Rahman Medical College Hospital (MARMCH) in Dinajpur.  “The two injured passengers, including a male and a female, died at MARMCH in Dinajpur town this afternoon,” Birganj upazila health and family planning officer Mohsin Ullah told BSS at 7:00pm. “A case was filed in this connection with Birganj Thana police in Dinajpur this evening,” OC GM Nur told BSS, adding that the BRTC bus has been seized though its driver and helper managed to flee from the scene.","06 Jul 2020, 11:00",https://en.prothomalo.com/bangladesh/accident/five-killed-two-injured-in-dinajpur-road-crash
